BRL,-5.491350279902176
AUD,-3.54156281105166
KRW,-2.8780213610092913
NZD,-2.670957535382748
KZT,-2.6358314476522495
CAD,-2.2371246591898197
NOK,-2.1833090267745687
ZAR,-2.025204795379525
ARS,-1.833229607270947
EGP,-1.5548038152223993
TRY,-1.496557726165268
IDR,-1.1147678398742547
JPY,-0.9252045126130917
UAH,-0.5361407414666092
SGD,-0.2274304525482721
CHF,0.008898774474512388
CNY,0.032246288172664866
SEK,0.06661289980046713
INR,0.08186191136347953
EUR,0.40742507312081855
MYR,0.44681278720363804
CLP,0.4677510731569611
PKR,0.5432025895290774
TWD,0.5566708597267387
DKK,0.6391199772434553
HUF,0.6433242249678339
RON,0.6998413383951861
KWD,0.7871972699791228
VND,0.8061817809203788
GBP,0.8343426010004582
HKD,0.8452677710798477
AED,0.8835714812000428
USD,0.8854942764197771
QAR,0.8854942764197826
SAR,0.9446646542946093
ISK,1.1613631450960635
CZK,1.399183918896732
COP,1.4867224742697114
THB,1.6535829590512605
PLN,1.6654303608735446
ILS,1.764993745435794
PHP,1.8232490976548201
MXN,1.8848255089311015
PEN,2.72346719334142
RUB,5.088083329074654
